nombre,tipos,generacion,categoria,habilidades,peso,altura,ps,ataque,defensa,ataque_s,defensa_s,velocidad,foto
Hatenna,Tipo psíquico,Octava generación,Calma,"Alma cura,Anticipación","3,4 kg","0,4 m",42,30,45,56,53,39,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f8/latest/20220313074516/Hatenna.png/200px-Hatenna.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f8/latest/20220313074516/Hatenna.png/200px-Hatenna.png"
Hattrem,Tipo psíquico,Octava generación,Serenidad,"Alma cura,Anticipación","4,8 kg","0,6 m",57,40,65,86,73,49,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1e/latest/20220313074525/Hattrem.png/200px-Hattrem.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1e/latest/20220313074525/Hattrem.png/200px-Hattrem.png"
Hatterene,"Tipo psíquico,Tipo hada",Octava generación,Silencio,"Alma cura,Anticipación","5,1 kg","2,1 m",57,90,95,136,103,29,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d3/latest/20220313074541/Hatterene.png/200px-Hatterene.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d3/latest/20220313074541/Hatterene.png/200px-Hatterene.png"
Impidimp,"Tipo siniestro,Tipo hada",Octava generación,Astuto,"Bromista,Cacheo","5,5 kg","0,4 m",45,45,30,55,40,50,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/18/latest/20220313074407/Impidimp.png/200px-Impidimp.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/18/latest/20220313074407/Impidimp.png/200px-Impidimp.png"
Morgrem,"Tipo siniestro,Tipo hada",Octava generación,Malicioso,"Bromista,Cacheo","12,5 kg","0,8 m",65,60,45,75,55,70,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/c2/latest/20220313074416/Morgrem.png/200px-Morgrem.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/c2/latest/20220313074416/Morgrem.png/200px-Morgrem.png"
Grimmsnarl,"Tipo siniestro,Tipo hada",Octava generación,Voluminoso,"Bromista,Cacheo","61,0 kg","1,5 m",95,120,65,95,75,60,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/31/latest/20220313074428/Grimmsnarl.png/200px-Grimmsnarl.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/31/latest/20220313074428/Grimmsnarl.png/200px-Grimmsnarl.png"
Obstagoon,"Tipo siniestro,Tipo normal",Octava generación,Bloqueador,"Audaz,Agallas","46,0 kg","1,6 m",93,90,101,60,81,95,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/4a/latest/20190807164310/Obstagoon.png/200px-Obstagoon.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/4a/latest/20190807164310/Obstagoon.png/200px-Obstagoon.png"
Perrserker,Tipo acero,Octava generación,Vikingo,"Armadura batalla,Garra dura","28,0 kg","0,8 m",70,110,100,50,60,50,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/13/latest/20220313074851/Perrserker.png/200px-Perrserker.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/13/latest/20220313074851/Perrserker.png/200px-Perrserker.png"
Cursola,Tipo fantasma,Octava generación,Coral,Armadura frágil,"0,4 kg","1,0 m",60,95,50,145,130,30,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/89/latest/20200604210922/Cursola.png/200px-Cursola.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/89/latest/20200604210922/Cursola.png/200px-Cursola.png"
Sirfetch'd,Tipo lucha,Octava generación,Pato salvaje,Impasible,"117,0 kg","0,8 m",62,135,95,68,82,65,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/0e/latest/20190918193219/Sirfetch%27d.png/200px-Sirfetch%27d.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/0e/latest/20190918193219/Sirfetch%27d.png/200px-Sirfetch%27d.png"
Mr. Rime,"Tipo hielo,Tipo psíquico",Octava generación,Cómico,"Tumbos,Antibarrera","58,2 kg","1,5 m",80,85,75,110,100,70,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a5/latest/20220313075607/Mr._Rime.png/200px-Mr._Rime.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a5/latest/20220313075607/Mr._Rime.png/200px-Mr._Rime.png"
Runerigus,"Tipo tierra,Tipo fantasma",Octava generación,Resquemor,Alma errante,"66,6 kg","1,6 m",58,95,145,50,105,30,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/56/latest/20220313074947/Runerigus.png/200px-Runerigus.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/56/latest/20220313074947/Runerigus.png/200px-Runerigus.png"
Milcery,Tipo hada,Octava generación,Nata,Velo dulce,"0,3 kg","0,2 m",45,40,40,50,61,34,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/09/latest/20200131195456/Milcery.png/200px-Milcery.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/09/latest/20200131195456/Milcery.png/200px-Milcery.png"
Alcremie,Tipo hada,Octava generación,Nata,Velo dulce,"0,5 kg","0,3 m",65,60,75,110,121,64,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/4d/latest/20190709232245/Alcremie.png/200px-Alcremie.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/4d/latest/20190709232245/Alcremie.png/200px-Alcremie.png"
Falinks,Tipo lucha,Octava generación,Formación,Armadura batalla,"62,0 kg","3,0 m",65,100,100,70,60,75,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/41/latest/20220313074156/Falinks.png/200px-Falinks.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/41/latest/20220313074156/Falinks.png/200px-Falinks.png"
Pincurchin,Tipo eléctrico,Octava generación,Erizo de Mar,Pararrayos,"1,0 kg","0,3 m",48,101,95,91,85,15,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/68/latest/20220313074920/Pincurchin.png/200px-Pincurchin.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/68/latest/20220313074920/Pincurchin.png/200px-Pincurchin.png"
Snom,"Tipo hielo,Tipo bicho",Octava generación,Gusano,Polvo escudo,"3,8 kg","0,3 m",30,25,35,45,30,20,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/3a/latest/20220313075235/Snom.png/200px-Snom.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/3a/latest/20220313075235/Snom.png/200px-Snom.png"
Frosmoth,"Tipo hielo,Tipo bicho",Octava generación,Polillahielo,Polvo escudo,"42,0 kg","1,3 m",70,65,60,125,90,65,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/2e/latest/20220313074231/Frosmoth.png/200px-Frosmoth.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/2e/latest/20220313074231/Frosmoth.png/200px-Frosmoth.png"
Stonjourner,Tipo roca,Octava generación,Megalito,Fuente energía,"520,0 kg","2,5 m",100,125,135,20,20,70,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/5e/latest/20240117220344/Stonjourner.png/200px-Stonjourner.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/5e/latest/20240117220344/Stonjourner.png/200px-Stonjourner.png"
Eiscue,Tipo hielo,Octava generación,Pingüino,Cara de hielo,"89,0 kg","1,4 m",75,80,110,65,90,50,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f6/latest/20240117215458/Eiscue.png/200px-Eiscue.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f6/latest/20240117215458/Eiscue.png/200px-Eiscue.png"
Indeedee,"Tipo psíquico,Tipo normal",Octava generación,Sensorio,"Fuerza mental,Ritmo propio,Sincronía","28,0 kg","0,9 m",60,65,55,105,95,95,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1e/latest/20200207100634/Indeedee.png/200px-Indeedee.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1e/latest/20200207100634/Indeedee.png/200px-Indeedee.png"
Morpeko,"Tipo eléctrico,Tipo siniestro",Octava generación,Dos caras,Mutapetito,"3,0 kg","0,3 m",58,95,58,70,58,97,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/03/latest/20190819031923/Morpeko.png/200px-Morpeko.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/03/latest/20190819031923/Morpeko.png/200px-Morpeko.png"
Cufant,Tipo acero,Octava generación,Broncefante,Potencia bruta,"100,0 kg","1,2 m",72,80,49,40,49,40,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/16/latest/20220313073752/Cufant.png/200px-Cufant.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/16/latest/20220313073752/Cufant.png/200px-Cufant.png"
Copperajah,Tipo acero,Octava generación,Broncefante,Potencia bruta,"650,0 kg","3,0 m",122,130,69,80,69,30,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1d/latest/20220313073802/Copperajah.png/200px-Copperajah.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1d/latest/20220313073802/Copperajah.png/200px-Copperajah.png"
Dracozolt,"Tipo eléctrico,Tipo dragón",Octava generación,Fósil,"Absorbe electricidad,Entusiasmo","190,0 kg","1,8 m",90,100,90,80,70,75,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/3a/latest/20220313072925/Dracozolt.png/200px-Dracozolt.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/3a/latest/20220313072925/Dracozolt.png/200px-Dracozolt.png"
Arctozolt,"Tipo eléctrico,Tipo hielo",Octava generación,Fósil,"Absorbe electricidad,Electricidad estática","150,0 kg","2,3 m",90,100,90,90,80,55,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/77/latest/20220313072822/Arctozolt.png/200px-Arctozolt.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/77/latest/20220313072822/Arctozolt.png/200px-Arctozolt.png"
Dracovish,"Tipo agua,Tipo dragón",Octava generación,Fósil,"Absorbe agua,Mandíbula fuerte","215,0 kg","2,3 m",90,90,100,70,80,75,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1c/latest/20220422031241/Dracovish.png/200px-Dracovish.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1c/latest/20220422031241/Dracovish.png/200px-Dracovish.png"
Arctovish,"Tipo agua,Tipo hielo",Octava generación,Fósil,"Absorbe agua,Gélido","175,0 kg","2,0 m",90,90,100,80,90,55,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/db/latest/20220313072818/Arctovish.png/200px-Arctovish.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/db/latest/20220313072818/Arctovish.png/200px-Arctovish.png"
Duraludon,"Tipo acero,Tipo dragón",Octava generación,Aleación,"Metal liviano,Metal pesado","40,0 kg","1,8 m",70,95,115,120,50,85,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/28/latest/20190709103841/Duraludon.png/200px-Duraludon.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/28/latest/20190709103841/Duraludon.png/200px-Duraludon.png"
Dreepy,"Tipo dragón,Tipo fantasma",Octava generación,Resentido,"Cuerpo puro,Allanamiento","2,0 kg","0,5 m",28,60,30,40,30,82,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e2/latest/20220313073319/Dreepy.png/200px-Dreepy.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e2/latest/20220313073319/Dreepy.png/200px-Dreepy.png"
Drakloak,"Tipo dragón,Tipo fantasma",Octava generación,Cuidador,"Cuerpo puro,Allanamiento","11,0 kg","1,4 m",68,80,50,60,50,102,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1c/latest/20220313073303/Drakloak.png/200px-Drakloak.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1c/latest/20220313073303/Drakloak.png/200px-Drakloak.png"
Dragapult,"Tipo dragón,Tipo fantasma",Octava generación,Furtivo,"Cuerpo puro,Allanamiento","50,0 kg","3,0 m",88,120,75,100,75,142,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/7a/latest/20220313073246/Dragapult.png/200px-Dragapult.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/7a/latest/20220313073246/Dragapult.png/200px-Dragapult.png"
Zacian,"Tipo hada,Tipo hada,Tipo acero",Octava generación,Guerrero,Espada indómita,"110,0 kg","2,8 m",92,130,115,80,115,138,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a7/latest/20220313073150/Zacian.png/200px-Zacian.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a7/latest/20220313073150/Zacian.png/200px-Zacian.png"
Zamazenta,"Tipo lucha,Tipo lucha,Tipo acero",Octava generación,Guerrero,Escudo recio,"210,0 kg","2,9 m",92,130,115,80,115,138,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/bd/latest/20220313073155/Zamazenta.png/200px-Zamazenta.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/bd/latest/20220313073155/Zamazenta.png/200px-Zamazenta.png"
Eternatus,"Tipo veneno,Tipo dragón",Octava generación,Gigantesco,Presión,"950,0 kg","20,0 m",140,85,95,145,95,130,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/16/latest/20220313073057/Eternatus.png/200px-Eternatus.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/16/latest/20220313073057/Eternatus.png/200px-Eternatus.png"
Kubfu,Tipo lucha,Octava generación,Kung-Fu,Fuerza mental,"12,0 kg","0,6 m",60,90,60,53,50,72,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/86/latest/20200609060245/Kubfu.png/200px-Kubfu.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/86/latest/20200609060245/Kubfu.png/200px-Kubfu.png"
Urshifu,"Tipo lucha,Tipo siniestro,Tipo lucha,Tipo agua",Octava generación,Kung-fu,Puño invisible,"105,0 kg","1,9 m",100,130,100,63,60,97,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/15/latest/20200602204500/Urshifu.png/200px-Urshifu.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/15/latest/20200602204500/Urshifu.png/200px-Urshifu.png"
Zarude,"Tipo siniestro,Tipo planta",Octava generación,Simiestro,Defensa hoja,"70,0 kg","1,8 m",105,120,105,70,95,105,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/75/latest/20240117220747/Zarude.png/200px-Zarude.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/75/latest/20240117220747/Zarude.png/200px-Zarude.png"
Regieleki,Tipo eléctrico,Octava generación,Electrón,Transistor,"145,0 kg","1,2 m",80,100,50,100,50,200,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/4c/latest/20200604022822/Regieleki.png/200px-Regieleki.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/4c/latest/20200604022822/Regieleki.png/200px-Regieleki.png"
Regidrago,Tipo dragón,Octava generación,Dragosfera,Mandíbula dragón,"200,0 kg","2,1 m",200,100,50,100,50,80,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/15/latest/20200604021007/Regidrago.png/200px-Regidrago.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/15/latest/20200604021007/Regidrago.png/200px-Regidrago.png"
Glastrier,Tipo hielo,Octava generación,Corcel Feroz,Relincho blanco,"800,0 kg","2,2 m",100,145,130,65,110,30,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/03/latest/20201107225013/Glastrier.png/200px-Glastrier.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/03/latest/20201107225013/Glastrier.png/200px-Glastrier.png"
Spectrier,Tipo fantasma,Octava generación,Corcel Veloz,Relincho negro,"44,5 kg","2,0 m",100,65,60,145,80,130,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b0/latest/20201107225002/Spectrier.png/200px-Spectrier.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b0/latest/20201107225002/Spectrier.png/200px-Spectrier.png"
Calyrex,"Tipo psíquico,Tipo planta,Tipo psíquico,Tipo hielo,Tipo psíquico,Tipo fantasma",Octava generación,Rey,"Nerviosismo,Unidad ecuestre","7,7 kg","1,1 m",100,80,80,80,80,80,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/2e/latest/20240117214908/Calyrex.png/200px-Calyrex.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/2e/latest/20240117214908/Calyrex.png/200px-Calyrex.png"
Wyrdeer,"Tipo normal,Tipo psíquico",Octava generación,Gran cuerno,"Intimidación,Cacheo","95,1 kg","1,8 m",103,105,72,105,75,65,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/07/latest/20210818203515/Wyrdeer.png/200px-Wyrdeer.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/07/latest/20210818203515/Wyrdeer.png/200px-Wyrdeer.png"
Kleavor,"Tipo bicho,Tipo roca",Octava generación,Hacha,"Enjambre,Potencia bruta","89,0 kg","1,8 m",70,135,95,45,70,85,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/ab/latest/20210928201010/Kleavor.png/200px-Kleavor.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/ab/latest/20210928201010/Kleavor.png/200px-Kleavor.png"
Ursaluna,"Tipo tierra,Tipo normal",Octava generación,Turba,"Agallas,Antibalas,Ojo mental","290,0 Kg","2,4 m",130,140,105,45,80,50,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f7/latest/20220216071825/Ursaluna.png/200px-Ursaluna.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f7/latest/20220216071825/Ursaluna.png/200px-Ursaluna.png"
Basculegion,"Tipo agua,Tipo fantasma",Octava generación,Gran Pez,"Nado rápido,Adaptable","110,0 kg","3,0 m",120,112,65,80,75,78,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/35/latest/20220216155203/Basculegion.png/200px-Basculegion.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/35/latest/20220216155203/Basculegion.png/200px-Basculegion.png"
Sneasler,"Tipo lucha,Tipo veneno",Octava generación,Escalada,"Presión,Liviano","43,0 kg","1,3 m",80,130,60,40,80,120,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/38/latest/20220216072108/Sneasler.png/200px-Sneasler.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/38/latest/20220216072108/Sneasler.png/200px-Sneasler.png"
Overqwil,"Tipo siniestro,Tipo veneno",Octava generación,Espinoso,"Nado rápido,Punto tóxico","60,5 kg","2,5 m",85,115,95,65,65,85,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d7/latest/20220216072423/Overqwil.png/200px-Overqwil.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d7/latest/20220216072423/Overqwil.png/200px-Overqwil.png"
Enamorus,"Tipo hada,Tipo volador",Octava generación,Amorodio,"Gran encanto,Funda","48,0 kg","1,6 m",74,115,70,135,80,106,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f2/latest/20220216073029/Enamorus_avatar.png/200px-Enamorus_avatar.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f2/latest/20220216073029/Enamorus_avatar.png/200px-Enamorus_avatar.png"
Sprigatito,Tipo planta,Novena generación,Gato Planta,Espesura,"4,1 kg","0,4 m",40,61,54,45,45,65,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/eb/latest/20220227154237/Sprigatito.png/200px-Sprigatito.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/eb/latest/20220227154237/Sprigatito.png/200px-Sprigatito.png"
Floragato,Tipo planta,Novena generación,Gato Planta,Espesura,"12,2 kg","0,9 m",61,80,63,60,63,83,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/16/latest/20230112200311/Floragato.png/200px-Floragato.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/16/latest/20230112200311/Floragato.png/200px-Floragato.png"
Meowscarada,"Tipo planta,Tipo siniestro",Novena generación,Mago,Espesura,"31,2 kg","1,5 m",76,110,70,81,70,123,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f6/latest/20230112200326/Meowscarada.png/200px-Meowscarada.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f6/latest/20230112200326/Meowscarada.png/200px-Meowscarada.png"
Fuecoco,Tipo fuego,Novena generación,Fuegodrilo,Mar llamas,"9,8 kg","0,4 m",67,45,59,63,40,36,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/cb/latest/20220227153601/Fuecoco.png/200px-Fuecoco.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/cb/latest/20220227153601/Fuecoco.png/200px-Fuecoco.png"
Crocalor,Tipo fuego,Novena generación,Fuegodrilo,Mar llamas,"30,7 kg","1,0 m",81,55,78,90,58,49,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/6a/latest/20230112200246/Crocalor.png/200px-Crocalor.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/6a/latest/20230112200246/Crocalor.png/200px-Crocalor.png"
Skeledirge,"Tipo fuego,Tipo fantasma",Novena generación,Cantante,Mar llamas,"326,5 kg","1,6 m",104,75,100,110,75,66,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d5/latest/20230112200258/Skeledirge.png/200px-Skeledirge.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d5/latest/20230112200258/Skeledirge.png/200px-Skeledirge.png"
Quaxly,Tipo agua,Novena generación,Patito,Torrente,"6,1 kg","0,5 m",55,65,45,50,45,50,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/49/latest/20220227153915/Quaxly.png/200px-Quaxly.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/49/latest/20220227153915/Quaxly.png/200px-Quaxly.png"
Quaxwell,Tipo agua,Novena generación,Disciplinado,Torrente,"21,5 kg","1,2 m",70,85,65,65,60,65,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/cf/latest/20230112200342/Quaxwell.png/200px-Quaxwell.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/cf/latest/20230112200342/Quaxwell.png/200px-Quaxwell.png"
Quaquaval,"Tipo agua,Tipo lucha",Novena generación,Bailarín,Torrente,"61,9 kg","1,8 m",85,120,80,85,75,85,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/bd/latest/20230112200357/Quaquaval.png/200px-Quaquaval.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/bd/latest/20230112200357/Quaquaval.png/200px-Quaquaval.png"
